"","X","w1.date","treat","sex","age","educ","cauc","hisp","black","midEast","pacIsl","natAm","SAsian","EAsian","SEAsian","party","pDem","state","passCheck","videoContent","w1.totalQuestionnaireMin","w1.finishedQuestionnaire","onTaskMin","offTaskMin","w2.date","w2.totalQuestionnaireMin","w2.finishedQuestionnaire","leafyVeg_Freq","leafyVeg_Ounces","otherVeg_Freq","otherVeg_Ounces","fruit_Freq","fruit_Ounces","wholeGrain_Freq","wholeGrain_Ounces","legumes_Freq","legumes_Ounces","chicken_Freq","chicken_Ounces","turkey_Freq","turkey_Ounces","fish_Freq","fish_Ounces","pork_Freq","pork_Ounces","beef_Freq","beef_Ounces","otherMeat_Freq","otherMeat_Ounces","dairy_Freq","dairy_Ounces","eggs_Freq","eggs_Ounces","refined_Freq","refined_Ounces","beverages_Freq","beverages_Ounces","guessPurpose","guessPurpose2","covid","importHealth","importEnviro","importAnimals","X1_spec","X2_spec","X3_spec","X4_spec","X5_spec","X6_spec","X1_activ","X2_activ","X3_activ","X4_activ","X5_activ","X1_dom","X2_dom","X3_dom","X4_dom","X5_dom","X6_dom","X7_dom","X8_dom","ID","chicken","turkey","fish","pork","beef","otherMeat","dairy","eggs","refined","beverages","leafyVeg","otherVeg","fruit","wholeGrain","legumes","totalMeat","totalAnimProd","mainY","mainYFreqOnly","totalGood","spec","activ","dom","aware","female","young","party2","pDem2","collegeGrad","fuDays","numFoodFreqMissing","treat.pretty"
"541",541,2020-08-26,0,"a.Female",52,"d.4yr",1,0,0,0,0,0,0,0,0,"Independent",0.33892505374124,"North Carolina",FALSE,"Exercising for even 10 minutes a day can improve health.",1425,TRUE,0.137233333333333,20.9987666666667,2020-09-07,558,TRUE,5.5,5,5.5,3.5,0,0,0,0,3.5,3.5,3.5,3.5,0,0,0,0,1,3.5,1,3.5,0,0,7,3.5,2,3.5,3.5,2,2,5,"g.meatAnimProd","a.generalPatterns","a.muchLess",4,4,4,3,1,2,2,-5,5,6,6,7,5,7,2,1,-7,-7,2,1,-7,-7,"5f395dab7dda214b70b6c4f8",12.25,0,0,3.5,3.5,0,24.5,7,7,10,27.5,19.25,0,0,12.25,19.25,31.5,50.75,14.5,59,-0.41523966072579,1.43808738237555,-1.00531359581735,FALSE,1,FALSE,"b.Neutral",3.3892505374124,TRUE,12,0,"Control"
"542",542,2020-08-26,1,"b.Male",20,"b.HS",0,1,0,0,0,0,0,0,0,"Independent",0.628303857321566,"Connecticut",TRUE,"The ways we raise animals for human consumption causes the animals to suffer.",1563,TRUE,1.56503333333333,23.39845,2020-09-07,396,TRUE,2,2,3.5,3.5,1,2,2,3.5,0,0,3.5,3.5,2,2,2,2,2,3.5,3.5,3.5,0,0,1,2,2,2,2,2,2,3.5,"a.totalCal","c.decrease","b.somewhatLess",3,2,2,2,5,1,5,-4,2,6,3,2,5,2,3,1,-3,-6,3,2,-2,-7,"5f396abda0ee6a0d080b6af5",12.25,4,4,7,12.25,0,2,4,4,7,4,12.25,2,7,0,39.5,6,45.5,16,25.25,-0.00617633362635618,-0.377342840477835,0.262928171213768,FALSE,0,TRUE,"b.Neutral",6.28303857321566,FALSE,12,0,"Documentary"
"543",543,2020-08-26,0,"b.Male",35,"b.HS",1,0,0,0,0,0,0,0,0,"Democrat",0.331464767898519,"California",FALSE,"It is important to teach children good habits in terms of exercise.",1498,TRUE,20.5499833333333,0.5281,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5f39710cf452760d8689dea2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,FALSE,"c.Democrat",3.31464767898519,FALSE,NA,8,"Control"
"544",544,2020-08-26,1,"a.Female",30,"e.post",1,0,0,0,0,0,0,0,0,"Republican",0.859495892119603,"New York",FALSE,"Regularly eating seafood is good for you.,Most Americans get less than the recommended amount of exercise.,The ways we raise animals for human consumption causes the animals to suffer.,Exercising for even 10 minutes a day can improve health.",1811,TRUE,5.53286666666667,20.5412333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5f3978726d01ba4f586bbb67",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,FALSE,"a.Republican",8.59495892119603,TRUE,NA,8,"Documentary"
"545",545,2020-08-26,1,"b.Male",30,"d.4yr",0,0,0,0,0,0,0,1,0,"Independent",0.859495892119603,"New York",TRUE,"The ways we raise animals for human consumption causes the animals to suffer.",1391,TRUE,0.7944,21.11225,2020-09-07,512,TRUE,1,5,3.5,5,14,3.5,1,3.5,1,2,0,0,0,0,3.5,3.5,1,2,0,0,0,0,2,3.5,2,2,0,0,0,0,"a.totalCal","a.generalPatterns","a.muchLess",6,4,5,4,1,1,2,-7,5,2,2,7,5,4,4,2,-4,-4,4,4,-6,-6,"5f39b7d6cf1db31402540167",0,0,12.25,2,0,0,7,4,0,0,5,17.5,49,3.5,2,14.25,11,25.25,8.5,77,-0.687948545458746,-0.0980458831157753,0.55559934822095,FALSE,0,FALSE,"b.Neutral",8.59495892119603,TRUE,12,0,"Documentary"
"546",546,2020-08-26,1,"a.Female",35,"d.4yr",0,0,1,0,0,0,0,0,0,"Democrat",0.699132241158159,"California",TRUE,"The ways we raise animals for human consumption causes the animals to suffer.",2384,TRUE,11.1123166666667,21.6915833333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5f39bbee4b0d8357d744af6c",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,FALSE,"c.Democrat",6.99132241158159,TRUE,NA,8,"Documentary"
"547",547,2020-08-26,0,"a.Female",29,"d.4yr",0,0,0,0,0,0,0,0,1,"Other/I don't know",0.486540333190546,"California",FALSE,"It is important to teach children good habits in terms of exercise.",1535,TRUE,2.90235,20.6284166666667,2020-09-07,459,TRUE,2,3.5,2,2,3.5,3.5,1,2,0,0,1,3.5,0,0,0,0,0,0,1,2,0,0,1,3.5,1,2,0,0,0,0,"a.totalCal","a.generalPatterns","d.noChange",6,5,5,1,1,1,1,-7,1,1,4,4,6,6,4,3,-5,-7,6,5,-5,-5,"5f39c5e729c84558731bcca3",3.5,0,0,0,2,0,3.5,2,0,0,7,4,12.25,2,0,5.5,5.5,11,4,25.25,-1.77878408439057,0.0416025955652547,0.750713466225737,FALSE,1,FALSE,"b.Neutral",4.86540333190546,TRUE,12,0,"Control"
"548",548,2020-08-26,1,"b.Male",50,"e.post",1,0,0,0,0,0,0,0,0,"Republican",0.672763292200252,"Florida",FALSE,"Most Americans get less than the recommended amount of exercise.,The ways we raise animals for human consumption causes the animals to suffer.,It is important to teach children good habits in terms of exercise.",1400,TRUE,0.305866666666667,20.9242666666667,2020-09-07,380,TRUE,1,2,7,3.5,7,5,7,5,5.5,3.5,7,3.5,5.5,5,3.5,5,7,3.5,5.5,5,5.5,5,7,5,7,5,7,5,7,5,"c.fat","c.decrease","f.somewhatMore",5,3,5,5,4,4,4,-4,4,4,4,4,4,4,5,4,-4,-4,5,4,-5,-4,"5f3a3a28f8c784028b4e4514",24.5,27.5,17.5,24.5,27.5,27.5,35,35,35,35,2,24.5,35,35,19.25,149,70,219,48,115.75,0.811950320572512,-0.0980458831157753,1.23849876123771,FALSE,0,FALSE,"a.Republican",6.72763292200252,TRUE,12,0,"Documentary"
"549",549,2020-08-26,0,"b.Male",18,"b.HS",1,0,0,0,0,0,0,0,0,"Independent",0.564188419603674,"Connecticut",FALSE,"Most Americans get less than the recommended amount of exercise.",1633,TRUE,0.1701,23.3709,2020-09-07,513,TRUE,2,3.5,7,3.5,5.5,3.5,2,2,1,2,3.5,5,0,0,1,3.5,0,0,3.5,5,0,0,14,3.5,14,2,7,2,0,0,"b.protein","b.increase","d.noChange",3,4,3,5,1,2,1,-5,5,2,3,5,2,4,4,5,-3,-4,6,2,-4,-5,"5f3a851741c4f9694eafe24a",17.5,0,3.5,0,17.5,0,49,28,14,0,7,24.5,19.25,4,2,38.5,77,115.5,36,56.75,-0.278885218359312,-0.656639797839895,1.23849876123771,FALSE,0,TRUE,"b.Neutral",5.64188419603674,FALSE,12,0,"Control"
"550",550,2020-08-26,1,"b.Male",41,"c.2yr",1,0,0,0,0,0,0,0,0,"Democrat",0.556345684065126,"Maine",TRUE,"The ways we raise animals for human consumption causes the animals to suffer.",1403,TRUE,0.55365,20.2366166666667,2020-09-07,217,TRUE,3.5,5,7,5,2,3.5,2,5,3.5,5,2,5,0,0,1,5,2,5,2,5,0,0,3.5,3.5,1,3.5,0,0,0,0,"b.protein","a.generalPatterns","d.noChange",4,3,3,2,2,2,2,-7,1,4,4,6,6,4,1,1,-7,-7,1,1,-7,-7,"5f3a99865242340d71f85620",10,0,5,10,10,0,12.25,3.5,0,0,17.5,35,7,10,17.5,35,15.75,50.75,11.5,87,-1.23336631492466,0.460548031608344,-1.20042771382214,FALSE,0,FALSE,"c.Democrat",5.56345684065126,TRUE,12,0,"Documentary"
"551",551,2020-08-26,0,"b.Male",29,"e.post",1,0,0,0,0,0,0,0,1,"Republican",0.699132241158159,"California",FALSE,"Most Americans get less than the recommended amount of exercise.,It is important to teach children good habits in terms of exercise.,Exercising for even 10 minutes a day can improve health.",1568,TRUE,4.76545,16.5252,2020-09-07,828,TRUE,3.5,3.5,5.5,5,2,3.5,5.5,5,5.5,3.5,1,2,0,0,5.5,3.5,0,0,3.5,3.5,2,3.5,3.5,2,2,2,0,0,3.5,2,"a.totalCal","a.generalPatterns","b.somewhatLess",6,5,2,6,1,7,6,-1,4,6,7,5,1,4,3,2,-2,-7,3,1,-7,-7,"5f3adaba9afb5d78b54a49a1",2,0,19.25,0,12.25,7,7,4,0,7,12.25,27.5,7,27.5,19.25,40.5,11,51.5,17.5,93.5,1.63007697477138,0.320899552927314,-0.2248571237982,FALSE,0,FALSE,"a.Republican",6.99132241158159,TRUE,12,0,"Control"
"552",552,2020-08-26,0,"a.Female",49,"c.2yr",0,0,0,1,0,0,0,0,0,"Democrat",0.564188419603674,"Connecticut",FALSE,"Exercising for even 10 minutes a day can improve health.",1552,TRUE,5.86918333333333,16.5889666666667,2020-09-08,1388,TRUE,3.5,3.5,14,3.5,14,2,14,2,3.5,2,5.5,2,0,0,1,2,0,0,1,2,0,0,14,2,2,2,2,2,1,2,"b.protein","d.dontKnow","d.noChange",6,6,4,2,1,4,4,-4,4,4,5,5,4,4,2,2,-7,-1,1,2,-7,-7,"5f3b1897389f37825684326c",11,0,2,0,2,0,28,4,4,2,12.25,49,28,28,7,15,32,47,23.5,124.25,-0.00617633362635618,0.181251074246285,-0.322414182800594,FALSE,1,FALSE,"c.Democrat",5.64188419603674,TRUE,13,0,"Control"
"553",553,2020-08-26,1,"b.Male",34,"d.4yr",0,0,0,0,0,0,0,1,0,"Democrat",0.699132241158159,"California",TRUE,"The ways we raise animals for human consumption causes the animals to suffer.",1253,TRUE,0.219483333333333,19.9467,2020-09-08,190,TRUE,3.5,3.5,7,3.5,5.5,3.5,3.5,3.5,0,0,2,3.5,0,0,1,3.5,3.5,3.5,2,3.5,0,0,0,0,2,2,0,0,0,0,"d.vegetables","a.generalPatterns","c.slightlyLess",4,4,2,3,3,1,5,-7,7,7,7,7,7,7,1,1,-1,-1,1,1,-7,-7,"5f3b382f3a55e025f7e67fb8",7,0,3.5,12.25,7,0,0,4,0,0,12.25,24.5,19.25,12.25,0,29.75,4,33.75,10.5,68.25,0.130178108740122,1.99668129709967,-0.0297430057934127,FALSE,0,FALSE,"c.Democrat",6.99132241158159,TRUE,13,0,"Documentary"
"554",554,2020-08-26,0,"b.Male",45,"e.post",1,0,0,0,0,0,0,0,0,"Republican",0.393308463775675,"California",FALSE,"It is important to teach children good habits in terms of exercise.",2350,TRUE,0.812683333333333,20.8590166666667,2020-09-07,1181,TRUE,2,3.5,3.5,3.5,3.5,3.5,5.5,3.5,3.5,3.5,5.5,3.5,0,0,2,3.5,0,0,0,0,3.5,2,1,3.5,2,5,3.5,2,0,0,"d.vegetables","b.increase","c.slightlyLess",4,4,3,5,5,4,4,-5,6,6,5,5,5,6,3,2,-6,-4,2,2,-6,-7,"5f3b7f7dcc52718ac63c4d74",19.25,0,7,0,0,7,3.5,10,7,0,7,12.25,12.25,19.25,12.25,33.25,13.5,46.75,14,63,1.08465920530547,0.879493467651434,-0.2248571237982,FALSE,0,FALSE,"a.Republican",3.93308463775675,TRUE,12,0,"Control"
"555",555,2020-08-26,0,"b.Male",30,"d.4yr",0,0,1,0,0,0,0,0,0,"Democrat",0.638595311046527,"Georgia",FALSE,"Exercising for even 10 minutes a day can improve health.",2255,TRUE,0.4281,31.0916166666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5f3bcb051965e29353122ab4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,FALSE,"c.Democrat",6.38595311046527,TRUE,NA,8,"Control"
"556",556,2020-08-26,0,"b.Male",38,"e.post",1,0,0,0,0,0,0,0,0,"Democrat",0.665685105668921,"New Jersey",FALSE,"It is important to teach children good habits in terms of exercise.",1552,TRUE,0.400366666666667,21.2871,2020-09-07,439,TRUE,3.5,3.5,5.5,3.5,7,5,2,3.5,3.5,3.5,2,3.5,0,0,1,3.5,0,0,0,0,0,0,3.5,3.5,0,0,0,0,1,2,"d.vegetables","a.generalPatterns","c.slightlyLess",6,5,4,4,4,5,5,-4,5,5,6,5,5,6,4,5,-4,-6,1,2,-5,-6,"5f3bdaa6bd151a0d6bdcbe7d",7,0,3.5,0,0,0,12.25,0,0,2,12.25,19.25,35,7,12.25,10.5,12.25,22.75,6.5,85.75,1.08465920530547,0.879493467651434,0.262928171213768,FALSE,0,FALSE,"c.Democrat",6.65685105668921,TRUE,12,0,"Control"
"557",557,2020-08-26,1,"a.Female",30,"d.4yr",1,0,0,0,0,0,0,0,0,"Democrat",0.861218522251246,"California",FALSE,"Most Americans get less than the recommended amount of exercise.,The ways we raise animals for human consumption causes the animals to suffer.,It is important to teach children good habits in terms of exercise.,Exercising for even 10 minutes a day can improve health.",1456,TRUE,0.42885,21.0172333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5f3bf2e884d5ad9a7b2e607c",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,FALSE,"c.Democrat",8.61218522251246,TRUE,NA,8,"Documentary"
"558",558,2020-08-26,0,"b.Male",33,"e.post",1,0,0,0,0,0,0,0,0,"Other/I don't know",0.566689186938139,"Missouri",FALSE,"Most Americans get less than the recommended amount of exercise.",1395,TRUE,16.56305,4.06675,2020-09-07,766,TRUE,7,3.5,14,2,7,3.5,3.5,3.5,0,0,5.5,3.5,5.5,3.5,0,0,0,0,1,3.5,0,0,7,2,2,3.5,3.5,3.5,0,0,"j.dontKnow","","c.slightlyLess",4,6,3,5,1,1,3,-5,3,5,5,7,6,4,1,1,-5,-7,1,1,-7,-7,"5f3bf4eee8f6271265352aa3",19.25,19.25,0,0,3.5,0,14,7,12.25,0,24.5,28,24.5,12.25,0,42,21,63,21,89.25,-0.41523966072579,0.879493467651434,-1.00531359581735,FALSE,0,FALSE,"b.Neutral",5.66689186938139,TRUE,12,0,"Control"
"559",559,2020-08-26,1,"b.Male",32,"d.4yr",1,0,0,0,0,0,0,0,0,"Republican",0.859495892119603,"New York",TRUE,"The ways we raise animals for human consumption causes the animals to suffer.",2285,TRUE,13.2110833333333,7.83525,2020-09-07,833,TRUE,3.5,3.5,3.5,3.5,2,3.5,3.5,3.5,2,3.5,0,0,0,0,0,0,0,0,0,0,0,0,3.5,3.5,3.5,3.5,3.5,3.5,2,3.5,"a.totalCal","a.generalPatterns","b.somewhatLess",4,3,3,7,1,3,3,-6,4,6,6,6,6,6,2,2,-6,-7,3,4,-4,-7,"5f3bf76b70b2305d2e676bc8",0,0,0,0,0,0,12.25,12.25,12.25,7,12.25,12.25,7,12.25,7,0,24.5,24.5,7,50.75,0.130178108740122,1.29843890369452,-0.127300064795806,FALSE,0,FALSE,"a.Republican",8.59495892119603,TRUE,12,0,"Documentary"
"560",560,2020-08-26,1,"b.Male",59,"d.4yr",1,0,0,0,0,0,0,0,0,"Independent",0.333046057436976,"Indiana",TRUE,"The ways we raise animals for human consumption causes the animals to suffer.",1334,TRUE,0.1988,20.7735,2020-09-07,413,TRUE,3.5,3.5,3.5,3.5,5.5,5,1,3.5,2,3.5,5.5,3.5,0,0,0,0,2,3.5,3.5,5,0,0,5.5,2,1,2,7,3.5,2,5,"j.dontKnow","","b.somewhatLess",3,2,2,1,1,1,1,-7,3,2,1,6,6,5,1,1,-7,-7,2,2,-6,-7,"5f3c3a67d38fdc1e96c569e0",19.25,0,0,7,17.5,0,11,2,24.5,10,12.25,12.25,27.5,3.5,7,43.75,13,56.75,17.5,62.5,-1.50607519965761,-0.0980458831157753,-0.907756536814956,FALSE,0,FALSE,"b.Neutral",3.33046057436976,TRUE,12,0,"Documentary"
"561",561,2020-08-26,0,"b.Male",20,"b.HS",0,0,1,0,0,0,0,0,0,"Other/I don't know",0.566492452125127,"Maryland",FALSE,"It is important to teach children good habits in terms of exercise.",1470,TRUE,0.301466666666667,20.8406666666667,2020-09-07,1617,TRUE,1,2,2,3.5,7,3.5,3.5,3.5,0,0,3.5,5,1,3.5,0,0,0,0,1,3.5,0,0,14,5,1,2,2,2,14,5,"i.beverages","a.generalPatterns","e.slightlyMore",6,3,3,3,1,2,4,-4,5,7,1,6,1,5,1,1,-7,-7,1,1,-7,-7,"5f3d02d6a7c233068ff1f618",17.5,3.5,0,0,3.5,0,70,2,4,70,2,7,24.5,12.25,0,24.5,72,96.5,20.5,45.75,-0.00617633362635618,-0.0980458831157753,-1.20042771382214,FALSE,0,TRUE,"b.Neutral",5.66492452125127,FALSE,12,0,"Control"
"562",562,2020-08-26,0,"b.Male",20,"b.HS",0,1,0,0,0,0,0,0,0,"Democrat",0.405052828520353,"California",FALSE,"Most Americans get less than the recommended amount of exercise.,It is important to teach children good habits in terms of exercise.",1458,TRUE,14.3842666666667,6.55941666666667,2020-09-07,360,TRUE,2,3.5,3.5,3.5,3.5,5,3.5,2,3.5,3.5,5.5,5,0,0,0,0,2,3.5,0,0,3.5,3.5,5.5,3.5,1,2,7,3.5,0,0,"d.vegetables","b.increase","d.noChange",5,4,1,4,1,2,1,-1,1,1,4,4,5,1,1,2,-4,-5,4,2,-5,-7,"5f3d1dc3fa3c990163b78fe3",27.5,0,0,7,0,12.25,19.25,2,24.5,0,7,12.25,17.5,7,12.25,46.75,21.25,68,17.5,56,-0.41523966072579,-0.796288276520925,-0.0297430057934127,FALSE,0,TRUE,"c.Democrat",4.05052828520353,FALSE,12,0,"Control"
"563",563,2020-08-26,0,"b.Male",32,"e.post",1,0,0,0,0,0,0,0,0,"Republican",0.809732189944025,"New York",FALSE,"Regularly eating seafood is good for you.",1910,TRUE,2.88533333333333,18.2110666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5f3d24dff4ed53037711d468",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,FALSE,"a.Republican",8.09732189944025,TRUE,NA,8,"Control"
"564",564,2020-08-26,1,"a.Female",18,"b.HS",1,0,0,0,0,0,0,0,0,"Democrat",0.435712274264556,"Georgia",TRUE,"The ways we raise animals for human consumption causes the animals to suffer.",1446,TRUE,0.2948,22.34555,2020-09-07,414,TRUE,1,2,5.5,3.5,3.5,3.5,2,3.5,1,3.5,3.5,5,0,0,0,0,0,0,2,3.5,0,0,3.5,2,1,2,0,0,3.5,5,"c.fat","a.generalPatterns","d.noChange",3,5,2,4,3,2,2,-5,5,3,4,6,5,5,5,1,-6,-4,3,2,-6,-7,"5f3d6a6130715f0fca7a934b",17.5,0,0,0,7,0,7,2,0,17.5,2,19.25,12.25,7,3.5,24.5,9,33.5,10,44,-0.00617633362635618,0.320899552927314,-0.0297430057934127,FALSE,1,TRUE,"c.Democrat",4.35712274264556,FALSE,12,0,"Documentary"
"565",565,2020-08-26,0,"b.Male",19,"b.HS",1,1,0,0,0,0,0,0,0,"Independent",0.699132241158159,"California",FALSE,"Most Americans get less than the recommended amount of exercise.",1418,TRUE,0.253816666666667,20.70115,2020-09-07,507,TRUE,3.5,5,5.5,3.5,2,3.5,0,0,2,3.5,5.5,5,0,0,2,5,1,3.5,5.5,5,0,0,1,3.5,0,0,1,5,3.5,5,"c.fat","a.generalPatterns","d.noChange",3,3,3,5,3,2,4,-6,6,2,2,6,5,3,5,1,-7,-7,6,5,-6,-7,"5f3dc8e95261711f6d242947",27.5,0,10,3.5,27.5,0,3.5,0,5,17.5,17.5,19.25,7,0,7,68.5,3.5,72,15,50.75,0.402886993473078,-0.377342840477835,0.165371112211375,FALSE,0,TRUE,"b.Neutral",6.99132241158159,FALSE,12,0,"Control"
"566",566,2020-08-26,1,"a.Female",27,"c.2yr",1,0,0,0,0,0,0,0,0,"Democrat",0.464162820980537,"Florida",TRUE,"The ways we raise animals for human consumption causes the animals to suffer.",1580,TRUE,0.643933333333333,22.5832666666667,2020-09-07,498,TRUE,3.5,3.5,2,2,1,2,7,3.5,0,0,3.5,3.5,1,2,0,0,1,2,1,2,0,0,14,3.5,7,2,7,2,0,0,"a.totalCal","a.generalPatterns","c.slightlyLess",4,5,3,4,3,2,4,-5,4,1,1,5,5,4,5,1,-7,-7,5,4,-5,-7,"5f3dd2fb4e2744201ca65b96",12.25,2,0,2,2,0,49,14,14,0,12.25,4,2,24.5,0,18.25,63,81.25,27.5,42.75,0.130178108740122,-0.656639797839895,0.067814053208981,FALSE,1,FALSE,"c.Democrat",4.64162820980537,TRUE,12,0,"Documentary"
"567",567,2020-08-26,0,"b.Male",33,"e.post",0,0,0,0,0,1,0,0,0,"Democrat",0.699132241158159,"California",FALSE,"Exercising for even 10 minutes a day can improve health.",1584,TRUE,0.622066666666667,21.4043166666667,2020-09-07,939,TRUE,7,2,7,2,5.5,5,1,5,1,5,2,3.5,0,0,5.5,3.5,1,2,14,3.5,0,0,3.5,3.5,2,3.5,1,3.5,3.5,3.5,"a.totalCal","c.decrease","d.noChange",4,6,2,7,7,7,7,-1,7,4,4,2,1,1,1,1,-7,-7,1,1,-7,-7,"5f3e10b8cefb6c000b930b3b",7,0,19.25,2,49,0,12.25,7,3.5,12.25,14,14,27.5,5,5,77.25,19.25,96.5,28,65.5,3.12997584080264,-1.21523371256401,-1.20042771382214,FALSE,0,FALSE,"c.Democrat",6.99132241158159,TRUE,12,0,"Control"
"568",568,2020-08-26,1,"a.Female",27,"e.post",0,0,1,0,0,0,0,0,0,"Democrat",0.194458853324383,"Texas",TRUE,"The ways we raise animals for human consumption causes the animals to suffer.",1503,TRUE,0.538583333333333,20.5034333333333,2020-09-07,1042,TRUE,14,5,3.5,3.5,14,5,5.5,5,7,3.5,7,3.5,5.5,3.5,7,3.5,3.5,3.5,2,3.5,1,2,2,3.5,2,3.5,1,5,5.5,3.5,"d.vegetables","b.increase","g.muchMore",6,6,6,1,1,1,1,-7,5,7,7,7,1,7,5,3,-7,-1,1,1,-7,-7,"5f3e20d4c830240142653c46",24.5,19.25,24.5,12.25,7,2,7,7,5,19.25,70,12.25,70,27.5,24.5,89.5,14,103.5,30,204.25,-1.23336631492466,1.15879042501349,-0.0297430057934127,FALSE,1,FALSE,"c.Democrat",1.94458853324383,TRUE,12,0,"Documentary"
"569",569,2020-08-26,0,"b.Male",40,"e.post",1,0,0,0,0,0,0,0,0,"Republican",0.768116084490658,"New York",FALSE,"Regularly eating seafood is good for you.,Most Americans get less than the recommended amount of exercise.,The ways we raise animals for human consumption causes the animals to suffer.,It is important to teach children good habits in terms of exercise.,Exercising for even 10 minutes a day can improve health.",1918,TRUE,0.15865,29.24985,2020-09-07,413,TRUE,2,3.5,3.5,3.5,3.5,3.5,2,3.5,2,3.5,2,3.5,2,3.5,2,3.5,2,3.5,2,3.5,2,3.5,2,3.5,2,3.5,3.5,3.5,2,3.5,"d.vegetables","b.increase","c.slightlyLess",4,4,4,6,5,1,1,-7,1,6,7,7,7,7,7,6,-6,-6,7,6,-7,-7,"5f3e3e77ee8fc5000aa9f1ca",7,7,7,7,7,7,7,7,12.25,7,7,12.25,12.25,7,7,42,14,56,16,45.5,-0.551594103092268,1.85703281841864,1.14094170223531,FALSE,0,FALSE,"a.Republican",7.68116084490658,TRUE,12,0,"Control"
"570",570,2020-08-26,0,"b.Male",32,"e.post",1,0,0,0,0,0,0,0,0,"Republican",0.699132241158159,"California",FALSE,"Exercising for even 10 minutes a day can improve health.",1939,TRUE,13.4012833333333,8.32456666666667,2020-09-07,759,TRUE,3.5,3.5,3.5,3.5,5.5,5,5.5,5,5.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,1,2,3.5,3.5,2,3.5,2,3.5,3.5,3.5,3.5,3.5,5.5,3.5,"j.dontKnow","","b.somewhatLess",6,6,4,3,4,3,3,-5,4,4,4,7,4,4,1,1,-6,-7,1,1,-7,-7,"5f3e478db8c23701ae0c60ac",12.25,12.25,12.25,2,12.25,7,7,12.25,12.25,19.25,12.25,12.25,27.5,27.5,19.25,58,19.25,77.25,22.5,98.75,0.130178108740122,0.320899552927314,-1.10287065481974,FALSE,0,FALSE,"a.Republican",6.99132241158159,TRUE,12,0,"Control"
